id,txnRefNumber,amount,type
2756,u2328cd3a,167.81,refund
2757,u1cc2845e,527.28,refund
2758,uc244745e,425.29,sale
2759,uc58dd1ad,40.49,sale
2760,ub14c427d,966.76,refund
2761,u20e92e61,931.63,sale
2762,u25eed41b,927.75,sale
2763,u4b6533db,663.4,refund
2764,u315218b1,243.25,sale
2765,ub5f2d3c3,125.53,refund
2766,u137628af,526.44,sale
2767,ubf6f5d0d,186.88,refund
2768,u3c9aa2f0,758.24,refund
2769,u14139a29,243.95,refund
2770,u53fb05ac,987.15,sale
2771,u63e701c6,341.8,refund
2772,udfb0ae4e,395.32,refund
2773,u9b993b6c,166.26,sale
2774,uaec683e0,456.22,sale
2775,u7e78db35,959.01,sale
2776,uefa8d373,641.02,refund
2777,ufc0283c1,475.89,refund
2778,ua9dd5b29,360.85,refund
2779,uccfd243d,944.85,refund
2780,u79cd3dda,740.32,sale
2781,u20a2e676,627.16,refund
2782,ue96d491e,644.67,refund
2783,uecb1beea,277.83,refund
2784,u78ff03b2,320.07,refund
2785,ub5db0cb4,925.69,refund
2786,u483c2e84,812.53,sale
2787,u8e3d44f5,498.25,sale
2788,u81c1ff3a,768.07,refund
2789,uec874b7a,318.21,sale
2790,u43ed20ff,793.15,sale
2791,uc2645bc2,39.9,refund
2792,u385e8b2c,345.22,refund
2793,u955ae3ec,778.51,sale
2794,udbe5eeaf,583.13,refund
2795,u7d374a08,699.8,refund
2796,u48bb9bfb,849.46,refund
2797,ub2175d99,611.55,sale
2798,uc79ec3eb,770.14,sale
2799,ud7b823ef,222.03,sale
2800,u0766ad1b,578.58,sale
2801,u1eed5b8a,341.78,refund
2802,u675e0a64,173.85,refund
2803,u9ab6dfd9,495.81,refund
2804,uef96613a,90.99,refund
2805,u095f4d6a,231.08,refund
2806,u10ad7693,381.64,refund
2807,u63f989ee,209.04,refund
2808,u56d351d7,665.51,sale
2809,u354e202d,840.85,sale
2810,ub05cba94,354.28,refund
2811,u91e79d36,777.45,refund
2812,ue39c2542,327.55,refund
2813,ue50498f1,943.82,refund
2814,u196edb98,412.88,refund
2815,udafad2d8,159.65,sale
2816,u33c17a37,153.27,sale
2817,u947d7dff,314.68,sale
2818,ufeb521a9,946.19,sale
2819,u0d1d4a9e,477.7,sale
2820,u19d9427c,947.3,sale
2821,uebb48a14,172.69,sale
2822,uc21b1e49,241.65,sale
2823,u96995dd2,462.47,refund
2824,ubb57d77d,643.46,sale
2825,ua6989362,740.24,sale
2826,u8a4f80ff,783.77,refund
2827,ubeb9acea,830.84,refund
2828,uddfae8f4,753.61,sale
2829,u9e8f9799,460.19,sale
2830,uc355a125,592.28,sale
2831,ud414d429,23.03,sale
2832,u6ae4e829,720.88,sale
2833,u979e3628,147.94,sale
2834,u69142563,682.67,sale
2835,u1a76fd1e,110.44,refund
2836,ufdfa549b,925.06,sale
2837,u39b5d2e7,472.72,refund
2838,u6d419e53,527.8,sale
2839,uc2766971,948.79,sale
2840,u2510c78c,245.54,refund
2841,uf321f723,79.63,refund
2842,u03bfe7e0,159.39,refund
2843,u0d7f259b,284.86,sale
2844,u8edfe5db,724.46,sale
2845,u608e2e5e,415.11,sale
2846,u09396c20,13.67,refund
2847,u4b287ee5,725.03,sale
2848,u983d3514,502.53,sale
2849,u103bb4be,509.5,refund
2850,u86ce5ede,790.29,sale
2851,ucfa01e8d,130.21,refund
2852,uc400b909,608.93,refund
2853,ub60a1d37,971.84,sale
2854,u21d02fb7,884.75,refund
2855,ue3c29440,701.78,refund
2856,ue1311b53,926.04,refund
2857,u99c13982,638.12,refund
2858,u6d0ad7fe,153.07,refund
2859,u6a80d04e,356.15,sale
2860,ud2e9a7a7,88.65,refund
2861,ubb8b76d3,999.39,sale
2862,u153a8ff3,315.07,sale
2863,u6464d479,978.66,sale
2864,uc8a257f7,582.13,sale
2865,uf770f856,590.01,sale
2866,u8ecb2f4c,76.91,sale
2867,u7a401d9e,121.34,refund
2868,u1a324ea2,208.49,refund
2869,u000fef0d,595.1,refund
2870,u366f634a,931.63,sale
2871,u063b1d98,50.3,refund
2872,ubbe312b9,952.14,sale
2873,ud80ad1fb,994.39,sale
2874,u855211a7,960.7,refund
2875,u474d2226,838.09,sale
2876,u25c81e96,787.27,refund
2877,ub174752e,102.0,sale
2878,u8624cde4,581.57,refund
2879,ue463c118,419.75,sale
2880,ucf312700,728.97,sale
2881,uba7e9f7e,513.33,sale
2882,ucdf86a46,916.54,refund
2883,u471e7ee8,146.8,sale
2884,u97f244f8,322.8,refund
2885,u9b23acc5,397.27,sale
2886,u0e6cbe42,404.01,sale
2887,u07d19ddb,604.0,sale
2888,ucc24d65c,297.59,refund
2889,uf4826821,605.62,refund
2890,u203a446a,703.62,sale
2891,uadf249f5,844.42,sale
2892,u5350741f,743.21,refund
2893,u224acf28,188.88,sale
2894,u8b68d5aa,295.22,refund
2895,u39086c58,699.03,refund
2896,u3f17fa43,968.51,sale
2897,ud6b162f4,77.06,sale
2898,ua6b4fb44,11.61,refund
2899,u8fab931a,975.97,sale
2900,uf5159c70,860.93,sale
2901,uc1186561,761.48,sale
2902,ue797eaee,178.58,refund
2903,uc3b54758,840.83,sale
2904,u15b89949,906.19,sale
2905,u43961b7e,625.0,refund
2906,u9a6a75b6,372.02,refund
2907,u03491dab,648.68,refund
2908,u061ca338,363.16,sale
2909,uc1219222,171.83,sale
2910,u7ca9ca8b,847.63,sale
2911,ue63e45d3,267.26,refund
2912,u8e984f25,252.75,sale
2913,ua762bd1f,498.66,refund
2914,u6ada1b7f,751.72,refund
2915,u916c0a1b,36.94,refund
2916,u5e794b29,232.62,sale
2917,ub68741b1,249.04,refund
2918,u56551edc,39.18,sale
2919,uf2730ddf,963.5,refund
2920,ueb5e3c56,988.45,sale
2921,ua0170aa4,477.65,sale
2922,u4b326467,158.06,refund
2923,u4c90c4ad,340.5,sale
2924,u723a92ad,736.82,refund
2925,u99563b2e,804.48,sale
2926,u392a1f29,674.2,sale
2927,ub7643eb2,45.82,sale
2928,ub2dcaade,862.51,refund
2929,u0fc2db5c,169.76,refund
2930,uba5fe05b,789.41,sale
2931,u1abc9542,831.84,refund
2932,ue0e779ac,251.42,refund
2933,ub3e919a6,299.57,refund
2934,u3a98475e,887.7,refund
2935,u3fcf450b,501.1,sale
2936,u487c8d1f,403.37,refund
2937,u969fd5f9,662.85,sale
2938,u93793e86,443.98,sale
2939,ufa243c43,37.9,sale
2940,uf27b5255,610.63,sale
2941,u4a405d16,173.27,sale
2942,u5d28fdeb,371.31,refund
2943,u05180466,138.53,sale
2944,u383ddf40,415.53,sale
2945,uc357fec4,682.7,refund
2946,u8be08457,804.11,sale
2947,u7e28ceab,541.53,sale
2948,u13b9f8eb,512.27,sale
2949,ub0ffadf6,687.26,sale
2950,uff99e4e7,939.8,sale
2951,u07d14454,511.99,sale
2952,ucffc5031,152.8,sale
2953,uc7ea1f76,873.74,sale
2954,uea0be0e9,85.01,refund
2955,u95adf74b,236.31,sale
2956,u0a6e8fec,779.77,sale
2957,uef69710b,71.92,sale
2958,ueef80a36,861.69,sale
2959,ucd9a3ff7,703.44,sale
2960,u2e00e625,390.78,sale
2961,u5fbcf3c3,65.71,sale
2962,u2a84ffa7,732.26,refund
2963,uf4a5db99,100.46,sale
2964,u332319f6,374.23,sale
2965,uebfe2a9f,972.19,refund
2966,u03ab821a,348.79,sale
2967,uc23abe4d,251.41,sale
2968,ub40fe755,4.35,refund
2969,ufc87ae34,511.19,refund
2970,uc396d722,382.66,sale
2971,u99f16185,843.49,sale
2972,u012baa2d,318.03,refund
2973,u28001704,46.98,refund
2974,u3f871d55,58.34,sale
2975,u83d3aba3,111.97,sale
2976,u1a0f5bb5,143.1,sale
2977,u9ffae63f,198.47,refund
2978,u33ac8cd3,825.21,refund
2979,u1b36fed3,492.21,sale
2980,ua6c9f606,436.51,sale
2981,u055aa9b1,486.03,refund
2982,u1182818b,152.89,refund
2983,ua275f9f3,473.98,sale
2984,u53ccc5a5,787.33,refund
2985,ufd79fc4c,869.68,refund
2986,uaa9b6352,517.52,refund
2987,uaff47827,148.98,sale
2988,u31b241e6,673.27,sale
2989,u06dbe18c,486.58,refund
2990,u2f228655,307.13,sale
2991,ucd92c7b5,298.93,sale
2992,uaa7af61a,403.68,refund
2993,u353b2ad8,959.53,refund
2994,u74236249,258.7,sale
2995,ue6305277,166.96,refund
2996,ua6c5ba56,881.94,sale
2997,ub330d08b,234.01,sale
2998,ua03f4669,970.34,sale
2999,u8804077b,279.54,sale
3000,u547c5749,291.36,refund
3001,uda000efa,22.63,refund
3002,u687fc85f,318.52,sale
3003,udc639840,201.66,sale
3004,u24d3dd0e,288.93,refund
3005,u1985cf83,147.07,sale
3006,ud7a2e7d1,100.62,sale
3007,ub666a40c,424.21,refund
3008,ub2c07e09,981.99,sale
3009,u863bc646,834.73,refund
3010,u6d83d9a1,103.27,sale
3011,ud5baa9b4,904.24,sale
3012,uf35f8a9d,929.92,sale
3013,uf713a178,431.48,sale
3014,u0e0beb41,840.63,refund
3015,uaa7f39bb,523.77,sale
3016,u94606ef5,732.17,sale
3017,u7ebc1df1,734.47,refund
3018,uc496b32a,561.12,refund
3019,u4f73d8e0,127.17,refund
3020,u885d02bf,664.92,refund
3021,ufdc9cb0c,380.45,refund
3022,ua29b24cd,129.71,sale
3023,u32ab8d85,854.42,refund
3024,u61b0ec7b,244.32,sale
3025,ucb26e357,826.97,sale
3026,u7a785f45,768.03,sale
3027,ua1803624,578.13,refund
3028,u622e7b2e,87.76,sale
3029,u96fd3f77,981.39,refund
3030,ud3eedee8,91.02,sale
3031,u292ac453,893.5,sale
3032,ue3b93e60,169.85,sale
3033,ua7c103c7,841.55,refund
3034,ud7fb84a7,548.31,sale
3035,ub455c051,784.22,sale
3036,u8610abc8,454.91,refund
3037,u6fe03fd9,807.96,refund
3038,u3cf20483,118.0,refund
3039,u861ea18b,946.68,sale
3040,u8b9444d5,438.73,refund
3041,u4cc3d696,964.86,sale
3042,u8fed1814,706.81,sale
3043,ufc805388,11.45,refund
3044,u37b3828f,820.98,refund
3045,u4968c063,444.95,sale
3046,u6fa5e38a,297.19,refund
3047,u95f23b4b,38.14,refund
3048,u06f727e1,860.14,refund
3049,ucafa58f3,720.61,sale
3050,u227b6ce2,675.39,refund
3051,u168d70f5,512.89,refund
3052,u20d35a9d,771.59,refund
3053,u55e35dc8,963.16,sale
3054,u469152fd,929.16,refund
3055,u1e3fc8aa,252.76,sale
3056,uf0ed34e1,984.86,refund
3057,ub997273c,972.57,sale
3058,u78c14b62,275.05,refund
3059,uec7138a3,432.25,refund
3060,ud3e1cb0a,474.8,sale
3061,uad9edde6,899.22,refund
3062,u05858423,23.63,sale
3063,u6084eb40,830.14,refund
3064,uec01dbea,979.0,sale
3065,u6ea5973f,463.65,sale
3066,ue27d1add,50.11,sale
3067,u28f685e6,974.23,refund
3068,uf107fdad,302.64,sale
3069,ue2cb5eb2,611.49,sale
3070,u9378739d,745.63,sale
3071,u47027395,208.84,refund
3072,u373adc02,481.92,sale
3073,u9e88d860,324.72,sale
3074,u62675b26,741.08,sale
3075,u3d17ebda,226.77,refund
3076,u88e08fbb,556.3,refund
3077,u12252fc1,186.21,sale
3078,u720f3181,516.71,refund
3079,u5d1e10cc,387.54,refund
3080,ud96a24f4,137.3,refund
3081,ufe41f649,259.2,sale
3082,u2680dfb0,511.29,refund
3083,u9463cdbd,16.5,sale
3084,u0fe141d3,44.37,refund
3085,ue5160446,281.75,sale
3086,ue852610d,225.72,refund
3087,u9e35d82d,289.91,refund
3088,uf5d5d12b,166.02,refund
3089,u7cbf375f,942.72,refund
3090,u32b94246,321.41,sale
3091,u863c0478,306.82,refund
3092,u08b22390,382.57,refund
3093,uee2fa93e,339.08,refund
3094,ud28482f6,708.75,refund
3095,u0318b92b,657.28,refund
3096,u93f1d123,132.02,refund
3097,uf5fb173c,148.87,sale
3098,u1ddeba5e,151.69,refund
3099,u8966ade0,474.01,refund
3100,u4b154053,909.17,sale
3101,u1fcfb925,982.17,refund
3102,u781505e1,653.48,refund
3103,uabdd5f35,688.05,refund
3104,u00a99472,435.1,refund
3105,u0a00bdfa,458.86,sale
3106,u5c907c98,796.11,refund
3107,u5dc6071d,781.45,refund
3108,uea5d23d4,547.32,sale
3109,u8fcd8cc5,889.39,refund
3110,uf4049639,661.45,refund
3111,u94e1accb,712.17,refund
3112,u67352dfb,265.53,refund
3113,u01d52308,799.6,refund
3114,u56c6c8ba,783.86,sale
3115,u774a91a9,745.11,sale
3116,u07e94c7b,278.9,refund
3117,u1fb2ea61,489.15,refund
3118,u1c88433a,964.54,refund
3119,u99ada853,811.84,refund
3120,u3fd9e9af,73.8,sale
3121,ue9de75c1,785.58,sale
3122,u19697253,585.82,sale
3123,u7a96c857,355.76,refund
3124,u857017fa,407.42,sale
3125,u487a2766,971.22,sale
3126,u97f0f314,723.07,refund
3127,uc56ab2d2,880.89,sale
3128,u0613e712,755.94,refund
3129,u83f288e4,211.0,refund
3130,u502a0d90,509.01,sale
3131,uc6c6e79e,785.29,refund
3132,ufcae8a89,866.72,refund
3133,ue95114a2,805.86,sale
3134,u992c1958,356.99,sale
3135,u33ef9606,885.23,refund
3136,u8dccd7de,647.75,refund
3137,u966cbf69,760.54,refund
3138,ub9ff052e,364.77,refund
3139,u04d7f2b8,855.56,refund
3140,uca3ae714,41.57,sale
3141,ua58b3b7d,818.2,sale
3142,u3cfaee9c,905.48,sale
3143,uc18b0df0,695.91,sale
3144,u68000f81,24.49,refund
3145,u39c38195,490.74,sale
3146,u0aedab63,895.01,sale
3147,u8c6f42d5,874.05,sale
3148,ud8cbfafd,114.57,sale
3149,u0af14fb2,224.38,refund
3150,uedf3830a,826.05,refund
3151,u6e8c506b,347.25,sale
3152,uee7196ba,293.94,refund
3153,u095d23dc,730.16,sale
3154,u497dd953,129.3,sale
3155,u1b7ea0e5,344.84,refund
3156,u6d5e0a60,618.38,refund
3157,u23e20228,341.85,sale
3158,ue85190a7,498.85,sale
3159,ubcae4bf4,370.7,sale
3160,u7b989643,586.29,refund
3161,uf6618867,51.28,sale
3162,u3fff77a2,725.78,sale
3163,ub77ac76c,215.96,refund
3164,u4bbebd47,180.81,sale
3165,u9d21be50,839.26,refund
3166,u54ac50e0,335.2,refund
3167,u0de5aa47,916.6,refund
3168,u3f51f190,816.15,refund
3169,u7e709f2c,74.94,sale
3170,u90c69595,87.13,sale
3171,ue4eadc55,745.43,sale
3172,u6784207e,426.76,sale
3173,u61a9fb2b,480.55,sale
3174,u49f33951,251.79,sale
3175,u78c61dd3,633.12,refund
3176,ub43b9fb5,64.34,sale
3177,u71b851d9,514.54,refund
3178,u8a7305fb,248.8,sale
3179,u49e285d5,227.29,sale
3180,uc61fa1ac,905.78,refund
3181,ufb974cee,697.01,sale
3182,ubdb0548f,978.0,sale
3183,u1c141abe,542.24,refund
3184,ufa4353e1,938.09,sale
3185,u4b64410f,240.23,sale
3186,u4386fe73,750.76,refund
3187,ue3a6b02b,172.79,refund
3188,ud2ae79cb,198.0,sale
3189,ub9e2650b,566.66,sale
3190,u7d9e464c,774.23,sale
3191,uff342167,546.61,refund
3192,u8b385dc9,697.76,refund
3193,u7c6294ae,698.9,sale
3194,uf585707d,577.01,sale
3195,ub35821f9,527.7,sale
3196,ud51a4fec,532.59,sale
3197,uf268f056,143.48,sale
3198,u362b6e55,760.49,sale
3199,ua8c85d8e,293.92,sale
3200,u29fe923c,536.51,sale
3201,u0b472c94,489.59,refund
3202,u7ea46b9d,745.49,sale
3203,u9725ced8,795.65,sale
3204,u8a9e9db2,605.23,refund
3205,ude1c82b8,512.39,sale
3206,u571a175d,640.49,sale
3207,ue5503219,473.87,sale
3208,u597e8609,860.52,refund
3209,u3a304bf7,396.48,refund
3210,ub3f73111,532.72,refund
3211,u692e7e23,379.94,sale
3212,ud39e50f3,735.97,sale
3213,u6edf4741,507.95,refund
3214,u4a22b3b1,897.2,refund
3215,ua33694f9,387.83,refund
3216,u5c7e22f7,419.43,sale
3217,uda879755,774.47,sale
3218,u0c12f19c,231.91,sale
3219,uc68a0835,65.44,refund
3220,u63cdeed8,567.22,sale
3221,u25f1a15c,975.25,refund
3222,u8327cbf6,687.27,refund
3223,u482829d0,663.29,sale
3224,ua41dbe27,201.64,refund
3225,u3381743a,311.68,refund
3226,uc2461fb8,583.97,refund
3227,u7e0c542a,681.85,sale
3228,ub941b356,619.56,refund
3229,u7eba0e89,100.39,sale
3230,u9a49c844,56.06,sale
3231,ube1bf2a7,339.79,sale
3232,u67f7a322,866.26,sale
3233,ue558a85b,630.32,refund
3234,u0983acc2,54.69,refund
3235,ua11a6348,522.33,refund
3236,u4fa18ad9,257.28,refund
3237,u57c70a80,525.81,refund
3238,u6e385919,924.66,sale
3239,u2f9f50d2,594.4,sale
3240,u4022dbb6,728.66,sale
3241,udd4bc8bc,749.83,sale
3242,u652453a0,409.35,sale
3243,u4868df0f,826.87,sale
3244,uf09bb033,155.0,sale
3245,uf6d36f80,382.89,sale
3246,u94e2a707,133.38,sale
3247,u049fa8c7,394.2,sale
3248,u2a920deb,540.02,refund
3249,u36b1eca8,204.18,sale
3250,u5eca70a1,801.07,sale
3251,u3626e7f7,892.63,refund
3252,u065ec99d,432.7,refund
3253,u23236262,196.57,sale
3254,ub51ea72c,699.85,sale
3255,uffb7906f,859.02,refund
3256,u29f640b8,180.88,refund
3257,u9e608a4c,507.69,sale
3258,u2880f866,671.05,sale
3259,u6bf510a8,199.13,refund
3260,ue433d3b4,71.2,refund
3261,u3b11af2f,757.34,refund
3262,u1bfb9b9b,822.46,refund
3263,ud05f7999,604.96,sale
3264,ufa3f9100,470.14,refund
3265,u7005197e,54.9,sale
3266,u0b2cc570,409.16,refund
3267,uc2174244,803.04,refund
3268,u57b5e0ec,99.09,sale
3269,ubd09ad1c,841.28,refund
3270,u532c1641,515.29,refund
3271,u9b0f23c8,800.4,refund
3272,u4367fd77,936.93,refund
3273,u707e4af6,248.83,refund
3274,u6cbc9e2c,599.09,sale
3275,uba380811,542.89,sale
3276,u47b4b8bc,552.15,sale
3277,u749568f2,4.38,refund
3278,u5d42bc78,970.56,sale
3279,ua86a8fd6,907.77,refund
3280,u8f0b7986,978.3,sale
3281,u827cfbf1,462.18,sale
3282,u4618a02f,775.48,sale
3283,u706aa27d,737.43,refund
3284,u2a5ab181,754.35,refund
3285,u5b8435e2,222.79,refund
3286,u79a49519,53.54,refund
3287,u59db72bc,962.75,refund
3288,u3ef49661,228.05,sale
3289,ub480bf07,693.34,sale
3290,ub92c05cc,610.85,sale
3291,u53cc3554,945.43,refund
3292,u94e9a823,522.93,refund
3293,u17875582,776.99,refund
3294,ua4ca7679,122.02,refund
3295,ue3347101,833.23,sale
3296,uf7f98de1,917.57,refund
3297,u10c01d70,565.82,refund
3298,u2ef3d6e3,360.3,sale
3299,u7f671f0d,282.08,refund
3300,u9dd2e5b7,574.61,refund
3301,u041de17d,718.24,sale
3302,ub7bc0182,354.84,sale
3303,uf2773743,565.01,sale
3304,u6217fefa,723.81,refund
3305,u259d9949,127.76,sale
3306,u3e493e5d,506.51,sale
3307,ue38a0548,321.8,sale
3308,u58529934,205.87,sale
3309,ub3ac4b09,937.76,sale
3310,u02967819,101.09,refund
3311,ud854ecbd,699.22,sale
3312,ud010bd09,829.21,sale
3313,uaa8a9323,157.95,sale
3314,u585083bb,12.45,sale
3315,u79c8dea6,573.98,sale
3316,u558d99cd,260.43,refund
3317,u4c095316,442.38,sale
3318,u2dee15a6,534.71,sale
3319,uc3764191,145.39,sale
3320,ufe528da0,68.85,sale
3321,ua252b44a,710.43,refund
3322,u963aece2,67.91,sale
3323,u368911a0,281.73,refund
3324,uf500c882,77.01,refund
3325,u9e1e19b4,172.24,sale
3326,uaf11d9b5,385.79,sale
3327,u3eeb4644,674.46,refund
3328,ub9779f3f,590.39,sale
3329,u580749f2,964.68,refund
3330,u8df9dc1a,488.62,sale
3331,u8f0399a2,294.18,refund
3332,u4adfadcf,811.46,refund
3333,u6a0a8e20,131.97,sale
3334,u60b9b70d,735.48,refund
3335,uf89a8dea,929.83,refund
3336,ud03e10ad,2.82,sale
3337,u153b5239,596.09,refund
3338,u7238a7a8,855.58,sale
3339,u69c2ac68,764.0,sale
3340,uaa1934ef,572.99,refund
3341,u47d2f20e,851.06,sale
3342,u6bacbe5c,934.79,refund
3343,ubdede8a0,440.61,sale
3344,u1a30ce60,811.59,sale
3345,u131601f3,667.49,refund
3346,u249e31e2,101.44,sale
3347,ub83ea6f4,643.67,sale
3348,ub9bff48c,366.37,sale
3349,u4ee2c63c,128.58,sale
3350,uc8196e5d,610.51,sale
3351,u70439099,442.59,sale
3352,ud86d54c4,350.49,refund
3353,ubda3750c,427.8,sale
3354,ub9067ed7,837.01,refund
3355,uf5b17498,621.9,sale
3356,u10fe1808,865.03,sale
3357,ufb878539,926.33,sale
3358,u556456fe,588.85,sale
3359,u9f7175fd,630.76,refund
3360,uaa17fdd4,242.01,sale
3361,ue9fc81b1,93.6,refund
3362,ubde8b063,915.5,sale
3363,ue8989f12,973.65,refund
3364,u407c40ad,439.13,refund
3365,u0d359a70,818.54,sale
3366,ubd51bb03,193.29,sale
3367,u0d854370,268.0,refund
3368,u171a0bb0,774.82,refund
3369,u8d6ed82d,911.43,refund
3370,uad63e290,314.0,refund
3371,u69f4a18d,805.85,sale
3372,u97f0bba7,561.5,refund
3373,u44272221,881.62,sale
3374,u7b9b58c2,431.04,sale
3375,ud2bd7b4d,935.38,refund
3376,uadfde327,133.8,refund
3377,uc2dacb9c,660.48,sale
3378,u67cabb16,600.58,refund
3379,ua0f6eb46,826.51,refund
3380,u461d0ca7,327.53,sale
3381,u9dc487bc,269.69,refund
3382,u7757e756,909.41,sale
3383,u75b5ea69,47.87,sale
3384,u74252589,825.67,refund
3385,ub4aa2fd3,515.95,refund
3386,ub807a66e,99.75,refund
3387,u47760c41,78.64,sale
3388,ua9b962d5,675.91,refund
3389,u704f5112,412.92,refund
3390,u634cf0b9,112.41,sale
3391,u01703a5b,369.97,sale
3392,u279c0ce9,524.69,refund
3393,uc5553943,622.46,refund
3394,udcf2293c,500.12,refund
3395,u906ba7d4,275.75,sale
3396,u4a3f100a,815.48,sale
3397,u9ece4aef,585.89,refund
3398,u5fa5b3f0,408.83,refund
3399,ue2df987a,355.56,sale
3400,u43ffb615,456.3,refund
3401,uaaf307d7,484.37,sale
3402,u5004092d,582.44,sale
3403,uc89390bf,425.74,sale
3404,ue6d4a8b0,283.03,sale
3405,uab4b27d5,146.97,sale
3406,u42195596,209.98,sale
3407,uaaef807a,147.39,sale
3408,u9c1c9d9f,857.69,refund
3409,ubae0226e,47.39,sale
3410,uc7322612,485.21,sale
3411,u71e12a6b,469.71,refund
3412,u4d18ccf4,355.91,sale
3413,u5d412346,8.46,sale
3414,u532a2d07,120.15,sale
3415,u232f40c1,630.64,refund
3416,u10678943,784.24,refund
3417,u25c08bff,408.24,refund
3418,u89877e40,493.32,sale
3419,ua7f8dd19,623.79,sale
3420,uf399e0a9,447.65,sale
3421,uf64845f8,948.02,sale
3422,ub47cadd2,576.08,refund
3423,ucee10f18,420.71,sale
3424,ubfd132b4,577.2,refund
3425,ucdab25fc,313.0,sale
3426,u980af369,760.92,refund
3427,u1a3be29a,463.69,sale
3428,u6b5ceab3,130.23,refund
3429,ucea74882,244.03,sale
3430,ubeefb2cc,850.43,sale
3431,u3a149002,567.12,sale
3432,ud5c20ceb,981.39,refund
3433,uf4d92a97,288.05,refund
3434,ufed4b82c,951.96,refund
3435,u1c6791bd,229.22,refund
3436,u88d9ae5f,832.46,sale
3437,u17d7de53,292.69,refund
3438,u21f363bb,366.2,refund
3439,u924f06ce,476.9,refund
3440,u99a2600b,569.92,sale
3441,u96711c0c,660.82,sale
3442,uc4a6a6df,121.29,refund
3443,u382d1f55,65.89,refund
3444,u3c922c01,795.5,refund
3445,u1809bff7,676.81,sale
3446,uecc54004,60.5,refund
3447,u6d7184dc,84.75,refund
3448,u98974529,223.17,sale
3449,ubca9afd7,263.79,refund
3450,u49efbf49,654.37,refund
3451,u38d8ac80,602.02,sale
3452,u300b5c7a,209.95,sale
3453,ud629150d,97.79,refund
3454,u844adebe,745.85,refund
3455,uce3dac4c,348.76,sale
3456,ucdd1cd1a,670.86,refund
3457,ua2e5589b,120.62,sale
3458,u1e795c55,190.2,sale
3459,u53525d3b,433.23,sale
3460,u751cd5db,250.76,sale
3461,u2ae24f7a,322.33,refund
3462,u43671bb4,269.27,sale
3463,u49dad9fc,55.28,refund
3464,u26cfd4f6,389.09,refund
3465,u6c3efe06,408.03,refund
3466,u20e2c552,748.31,refund
3467,ud255e93a,380.15,refund
3468,u8b16851e,835.9,refund
3469,u10fa523c,387.87,refund
3470,u0c65f9c7,558.94,refund
3471,u0c386d41,913.2,sale
3472,ub6e6daa3,466.64,refund
3473,u13ef5093,66.49,sale
3474,u8e064f65,470.63,refund
3475,u3fd782d1,840.55,refund
3476,ub60c275d,428.64,refund
3477,ued0c9d98,695.37,refund
3478,u6df92db2,252.44,refund
3479,uc8483545,395.43,sale
3480,uea7e063d,284.24,sale
3481,u45294957,305.25,sale
3482,u0b855ff6,612.41,refund
3483,u674a1ad1,594.0,sale
3484,u365918bd,394.72,sale
3485,uc8abaccf,262.86,refund
3486,u5e9571b9,170.15,sale
3487,ua06c0538,984.29,refund
3488,u327ea171,353.3,refund
3489,ud0f382bd,646.89,sale
3490,ua9eb3b30,713.24,sale
3491,u1d0289f6,892.25,sale
3492,ub2d94dfc,228.84,refund
3493,u1904a7f2,427.53,refund
3494,ufe5c98cc,793.45,sale
3495,u67f82383,598.34,refund
3496,u1a7d4f8c,826.16,refund
3497,ufd1e705c,627.66,refund
3498,u1e274c35,342.43,refund
3499,u969aaf77,324.17,refund
3500,u21c28fa7,806.83,refund
3501,uec8d1a62,322.82,sale
3502,u4de4e61d,110.12,refund
3503,u8572e114,458.31,sale
3504,u652c9bba,37.84,refund
3505,u7498cff9,794.05,sale
3506,ub5e9d3fc,451.78,refund
3507,ubea3fdd6,257.11,refund
3508,u6c788713,471.67,sale
3509,ubaf3a8c3,776.11,sale
3510,u6ea65a95,605.87,sale
3511,u52bed45b,332.98,sale
3512,u9a883e0c,254.89,refund
3513,u411ab316,891.34,refund
3514,u808bd17e,478.38,sale
3515,u8c7ff778,356.48,refund
3516,ueaf586ec,541.3,refund
3517,u2f771892,273.63,sale
3518,u123d2b73,796.89,sale
3519,u0795048c,399.82,sale
3520,ud9616a9b,603.32,refund
